awardYear,dateAwarded,prizeAmount,prizeAmountAdjusted,category.en,categoryFullName.en,winner_id,winner_link,id,given_name,family_name,full_name,gender,birth_date,birth_place_city,birth_place_country,city_now,country_now,continent
1923,1923-11-14,114935,3590029,Literature,The Nobel Prize in Literature,593,https://api.nobelprize.org/2/laureate/593,593,William Butler,Yeats,William Butler Yeats,male,1865-06-13,Dublin,Ireland,Dublin,Ireland,Europe
1923,1923-11-13,114935,3590029,Physics,The Nobel Prize in Physics,28,https://api.nobelprize.org/2/laureate/28,28,Robert A.,Millikan,Robert Andrews Millikan,male,1868-03-22,"Morrison, IL",USA,"Morrison, IL",USA,North America
1923,1923-10-25,114935,3590029,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,313,https://api.nobelprize.org/2/laureate/313,313,Frederick G.,Banting,Frederick Grant Banting,male,1891-11-14,Alliston,Canada,Alliston,Canada,North America
1923,1923-10-25,114935,3590029,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,314,https://api.nobelprize.org/2/laureate/314,314,John,Macleod,John James Rickard Macleod,male,1876-09-06,Cluny,Scotland,Cluny,Scotland,Europe
1924,1924-11-13,116719,3645752,Literature,The Nobel Prize in Literature,594,https://api.nobelprize.org/2/laureate/594,594,Władysław,Reymont,Władysław Stanisław Reymont,male,1867-05-07,Kobiele Wielkie,Russian Empire,Kobiele Wielkie,Poland,Europe
1924,1925-11-12,116719,3645752,Physics,The Nobel Prize in Physics,29,https://api.nobelprize.org/2/laureate/29,29,Manne,Siegbahn,Karl Manne Georg Siegbahn,male,1886-12-03,Örebro,Sweden,Örebro,Sweden,Europe
1924,1924-10-23,116719,3645752,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,315,https://api.nobelprize.org/2/laureate/315,315,Willem,Einthoven,Willem Einthoven,male,1860-05-21,Semarang,"Java, Dutch East Indies",Semarang,Indonesia,Asia
1925,1926-11-11,118165,3637427,Chemistry,The Nobel Prize in Chemistry,182,https://api.nobelprize.org/2/laureate/182,182,Richard,Zsigmondy,Richard Adolf Zsigmondy,male,1865-04-01,Vienna,Austrian Empire,Vienna,Austria,Europe
1925,1926-11-11,118165,3637427,Literature,The Nobel Prize in Literature,596,https://api.nobelprize.org/2/laureate/596,596,George Bernard,Shaw,George Bernard Shaw,male,1856-07-26,Dublin,Ireland,Dublin,Ireland,Europe
1925,1926-12-10,118165,3637427,Peace,The Nobel Peace Prize,488,https://api.nobelprize.org/2/laureate/488,488,Sir Austen,Chamberlain,Sir Austen Chamberlain,male,1863-10-16,Birmingham,United Kingdom,Birmingham,United Kingdom,Europe
1925,1926-12-10,118165,3637427,Peace,The Nobel Peace Prize,489,https://api.nobelprize.org/2/laureate/489,489,Charles G.,Dawes,Charles Gates Dawes,male,1865-08-27,"Marietta, OH",USA,"Marietta, OH",USA,North America
1925,1926-11-11,118165,3637427,Physics,The Nobel Prize in Physics,30,https://api.nobelprize.org/2/laureate/30,30,James,Franck,James Franck,male,1882-08-26,Hamburg,Germany,Hamburg,Germany,Europe
1925,1926-11-11,118165,3637427,Physics,The Nobel Prize in Physics,31,https://api.nobelprize.org/2/laureate/31,31,Gustav,Hertz,Gustav Ludwig Hertz,male,1887-07-22,Hamburg,Germany,Hamburg,Germany,Europe
1926,1926-11-11,116960,3707807,Chemistry,The Nobel Prize in Chemistry,183,https://api.nobelprize.org/2/laureate/183,183,The,Svedberg,The (Theodor) Svedberg,male,1884-08-30,Fleräng,Sweden,Fleräng,Sweden,Europe
1926,1927-11-10,116960,3707807,Literature,The Nobel Prize in Literature,597,https://api.nobelprize.org/2/laureate/597,597,Grazia,Deledda,Grazia Deledda,female,1871-09-27,"Nuoro, Sardinia",Italy,"Nuoro, Sardinia",Italy,Europe
1926,1926-12-10,116960,3707807,Peace,The Nobel Peace Prize,490,https://api.nobelprize.org/2/laureate/490,490,Aristide,Briand,Aristide Briand,male,1862-03-28,Nantes,France,Nantes,France,Europe
1926,1926-12-10,116960,3707807,Peace,The Nobel Peace Prize,491,https://api.nobelprize.org/2/laureate/491,491,Gustav,Stresemann,Gustav Stresemann,male,1878-05-10,Berlin,Germany,Berlin,Germany,Europe
1926,1926-11-11,116960,3707807,Physics,The Nobel Prize in Physics,32,https://api.nobelprize.org/2/laureate/32,32,Jean Baptiste,Perrin,Jean Baptiste Perrin,male,1870-09-30,Lille,France,Lille,France,Europe
1926,1927-10-27,116960,3707807,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,316,https://api.nobelprize.org/2/laureate/316,316,Johannes,Fibiger,Johannes Andreas Grib Fibiger,male,1867-04-23,Silkeborg,Denmark,Silkeborg,Denmark,Europe
1927,1928-11-13,126501,4071032,Chemistry,The Nobel Prize in Chemistry,184,https://api.nobelprize.org/2/laureate/184,184,Heinrich,Wieland,Heinrich Otto Wieland,male,1877-06-04,Pforzheim,Germany,Pforzheim,Germany,Europe
1927,1928-11-13,126501,4071032,Literature,The Nobel Prize in Literature,600,https://api.nobelprize.org/2/laureate/600,600,Henri,Bergson,Henri Bergson,male,1859-10-18,Paris,France,Paris,France,Europe
1927,1927-12-10,126501,4071032,Peace,The Nobel Peace Prize,492,https://api.nobelprize.org/2/laureate/492,492,Ferdinand,Buisson,Ferdinand Buisson,male,1841-12-20,Paris,France,Paris,France,Europe
1927,1927-12-10,126501,4071032,Peace,The Nobel Peace Prize,493,https://api.nobelprize.org/2/laureate/493,493,Ludwig,Quidde,Ludwig Quidde,male,1858-03-23,Bremen,Germany,Bremen,Germany,Europe
1927,1927-11-10,126501,4071032,Physics,The Nobel Prize in Physics,33,https://api.nobelprize.org/2/laureate/33,33,Arthur H.,Compton,Arthur Holly Compton,male,1892-09-10,"Wooster, OH",USA,"Wooster, OH",USA,North America
1927,1927-11-10,126501,4071032,Physics,The Nobel Prize in Physics,34,https://api.nobelprize.org/2/laureate/34,34,C.T.R.,Wilson,Charles Thomson Rees Wilson,male,1869-02-14,Glencorse,Scotland,Glencorse,Scotland,Europe
1927,1927-10-27,126501,4071032,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,317,https://api.nobelprize.org/2/laureate/317,317,Julius,Wagner-Jauregg,Julius Wagner-Jauregg,male,1857-03-07,Wels,Austria,Wels,Austria,Europe
1928,1928-11-13,156939,5050582,Chemistry,The Nobel Prize in Chemistry,185,https://api.nobelprize.org/2/laureate/185,185,Adolf,Windaus,Adolf Otto Reinhold Windaus,male,1876-12-25,Berlin,Germany,Berlin,Germany,Europe
1928,1928-11-13,156939,5050582,Literature,The Nobel Prize in Literature,601,https://api.nobelprize.org/2/laureate/601,601,Sigrid,Undset,Sigrid Undset,female,1882-05-20,Kalundborg,Denmark,Kalundborg,Denmark,Europe
1928,1929-11-12,156939,5050582,Physics,The Nobel Prize in Physics,35,https://api.nobelprize.org/2/laureate/35,35,Owen Willans,Richardson,Owen Willans Richardson,male,1879-04-26,Dewsbury,United Kingdom,Dewsbury,United Kingdom,Europe
1928,1928-10-25,156939,5050582,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,318,https://api.nobelprize.org/2/laureate/318,318,Charles,Nicolle,Charles Jules Henri Nicolle,male,1866-09-21,Rouen,France,Rouen,France,Europe
1929,1929-11-12,172760,5559731,Chemistry,The Nobel Prize in Chemistry,186,https://api.nobelprize.org/2/laureate/186,186,Arthur,Harden,Arthur Harden,male,1865-10-12,Manchester,United Kingdom,Manchester,United Kingdom,Europe
1929,1929-11-12,172760,5559731,Chemistry,The Nobel Prize in Chemistry,187,https://api.nobelprize.org/2/laureate/187,187,Hans,von Euler-Chelpin,Hans Karl August Simon von Euler-Chelpin,male,1873-02-15,Augsburg,Germany,Augsburg,Germany,Europe
1929,1929-11-12,172760,5559731,Literature,The Nobel Prize in Literature,602,https://api.nobelprize.org/2/laureate/602,602,Thomas,Mann,Thomas Mann,male,1875-06-06,Lübeck,Germany,Lübeck,Germany,Europe
1929,1930-12-10,172760,5559731,Peace,The Nobel Peace Prize,494,https://api.nobelprize.org/2/laureate/494,494,Frank B.,Kellogg,Frank Billings Kellogg,male,1856-12-22,"Potsdam, NY",USA,"Potsdam, NY",USA,North America
1929,1929-11-12,172760,5559731,Physics,The Nobel Prize in Physics,36,https://api.nobelprize.org/2/laureate/36,36,Louis,de Broglie,Prince Louis-Victor Pierre Raymond de Broglie,male,1892-08-15,Dieppe,France,Dieppe,France,Europe
1929,1929-10-31,172760,5559731,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,319,https://api.nobelprize.org/2/laureate/319,319,Christiaan,Eijkman,Christiaan Eijkman,male,1858-08-11,Nijkerk,the Netherlands,Nijkerk,the Netherlands,Europe
1929,1929-10-31,172760,5559731,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,320,https://api.nobelprize.org/2/laureate/320,320,Sir Frederick,Hopkins,Sir Frederick Gowland Hopkins,male,1861-06-20,Eastbourne,United Kingdom,Eastbourne,United Kingdom,Europe
1930,1930-11-13,172947,5739679,Chemistry,The Nobel Prize in Chemistry,188,https://api.nobelprize.org/2/laureate/188,188,Hans,Fischer,Hans Fischer,male,1881-07-27,Hoechst,Germany,Hoechst,Germany,Europe
1930,1930-11-05,172947,5739679,Literature,The Nobel Prize in Literature,603,https://api.nobelprize.org/2/laureate/603,603,Sinclair,Lewis,Sinclair Lewis,male,1885-02-07,"Sauk Centre, MN",USA,"Sauk Centre, MN",USA,North America
1930,1930-12-10,172947,5739679,Peace,The Nobel Peace Prize,495,https://api.nobelprize.org/2/laureate/495,495,Nathan,Söderblom,Lars Olof Jonathan (Nathan) Söderblom,male,1866-01-15,Trönö,Sweden,Trönö,Sweden,Europe
1930,1930-11-13,172947,5739679,Physics,The Nobel Prize in Physics,37,https://api.nobelprize.org/2/laureate/37,37,Sir Chandrasekhara Venkata,Raman,Sir Chandrasekhara Venkata Raman,male,1888-11-07,Tiruchirappalli,India,Tiruchirappalli,India,Asia
1930,1930-10-30,172947,5739679,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,321,https://api.nobelprize.org/2/laureate/321,321,Karl,Landsteiner,Karl Landsteiner,male,1868-06-14,Vienna,Austrian Empire,Vienna,Austria,Europe
1931,1931-11-12,173206,5933702,Chemistry,The Nobel Prize in Chemistry,189,https://api.nobelprize.org/2/laureate/189,189,Carl,Bosch,Carl Bosch,male,1874-08-27,Cologne,Germany,Cologne,Germany,Europe
1931,1931-11-12,173206,5933702,Chemistry,The Nobel Prize in Chemistry,190,https://api.nobelprize.org/2/laureate/190,190,Friedrich,Bergius,Friedrich Bergius,male,1884-10-11,"Goldschmieden, near Breslau",Germany,"Goldschmieden, near Breslau",Poland,Europe
1931,1931-11-08,173206,5933702,Literature,The Nobel Prize in Literature,604,https://api.nobelprize.org/2/laureate/604,604,Erik Axel,Karlfeldt,Erik Axel Karlfeldt,male,1864-07-20,Karlbo,Sweden,Karlbo,Sweden,Europe
1931,1931-12-10,173206,5933702,Peace,The Nobel Peace Prize,496,https://api.nobelprize.org/2/laureate/496,496,Jane,Addams,Jane Addams,female,1860-09-06,"Cedarville, IL",USA,"Cedarville, IL",USA,North America
1931,1931-12-10,173206,5933702,Peace,The Nobel Peace Prize,497,https://api.nobelprize.org/2/laureate/497,497,Nicholas Murray,Butler,Nicholas Murray Butler,male,1862-04-02,"Elizabeth, NJ",USA,"Elizabeth, NJ",USA,North America
1931,1931-10-29,173206,5933702,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,322,https://api.nobelprize.org/2/laureate/322,322,Otto,Warburg,Otto Heinrich Warburg,male,1883-10-08,Freiburg im Breisgau,Germany,Freiburg im Breisgau,Germany,Europe
1932,1932-11-10,171753,5980383,Chemistry,The Nobel Prize in Chemistry,191,https://api.nobelprize.org/2/laureate/191,191,Irving,Langmuir,Irving Langmuir,male,1881-01-31,"Brooklyn, NY",USA,"Brooklyn, NY",USA,North America
1932,1932-11-10,171753,5980383,Literature,The Nobel Prize in Literature,605,https://api.nobelprize.org/2/laureate/605,605,John,Galsworthy,John Galsworthy,male,1867-08-14,Kingston Hill,United Kingdom,Kingston Hill,United Kingdom,Europe
1932,1933-11-09,171753,5980383,Physics,The Nobel Prize in Physics,38,https://api.nobelprize.org/2/laureate/38,38,Werner,Heisenberg,Werner Karl Heisenberg,male,1901-12-05,Würzburg,Germany,Würzburg,Germany,Europe
1932,1932-10-27,171753,5980383,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,323,https://api.nobelprize.org/2/laureate/323,323,Sir Charles,Sherrington,Sir Charles Scott Sherrington,male,1857-11-27,London,United Kingdom,London,United Kingdom,Europe
1932,1932-10-27,171753,5980383,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,324,https://api.nobelprize.org/2/laureate/324,324,Edgar,Adrian,Edgar Douglas Adrian,male,1889-11-30,London,United Kingdom,London,United Kingdom,Europe
1933,1933-11-09,170332,6131952,Literature,The Nobel Prize in Literature,606,https://api.nobelprize.org/2/laureate/606,606,Ivan,Bunin,Ivan Alekseyevich Bunin,male,1870-10-22,Voronezh,Russia,Voronezh,Russia,Europe
1933,1934-12-10,170332,6131952,Peace,The Nobel Peace Prize,498,https://api.nobelprize.org/2/laureate/498,498,Sir Norman,Angell,Sir Norman Angell (Ralph Lane),male,1872-12-26,Holbeach,United Kingdom,Holbeach,United Kingdom,Europe
1933,1933-11-09,170332,6131952,Physics,The Nobel Prize in Physics,39,https://api.nobelprize.org/2/laureate/39,39,Erwin,Schrödinger,Erwin Schrödinger,male,1887-08-12,Vienna,Austria,Vienna,Austria,Europe
1933,1933-11-09,170332,6131952,Physics,The Nobel Prize in Physics,40,https://api.nobelprize.org/2/laureate/40,40,Paul A.M.,Dirac,Paul Adrien Maurice Dirac,male,1902-08-08,Bristol,United Kingdom,Bristol,United Kingdom,Europe
1933,1933-10-20,170332,6131952,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,325,https://api.nobelprize.org/2/laureate/325,325,Thomas H.,Morgan,Thomas Hunt Morgan,male,1866-09-25,"Lexington, KY",USA,"Lexington, KY",USA,North America
1934,1934-11-15,162608,5853888,Chemistry,The Nobel Prize in Chemistry,192,https://api.nobelprize.org/2/laureate/192,192,Harold C.,Urey,Harold Clayton Urey,male,1893-04-29,"Walkerton, IN",USA,"Walkerton, IN",USA,North America
1934,1934-11-08,162608,5853888,Literature,The Nobel Prize in Literature,607,https://api.nobelprize.org/2/laureate/607,607,Luigi,Pirandello,Luigi Pirandello,male,1867-06-28,"Agrigento, Sicily",Italy,"Agrigento, Sicily",Italy,Europe
1934,1934-12-10,162608,5853888,Peace,The Nobel Peace Prize,499,https://api.nobelprize.org/2/laureate/499,499,Arthur,Henderson,Arthur Henderson,male,1863-09-13,Glasgow,Scotland,Glasgow,Scotland,Europe
1934,1934-10-25,162608,5853888,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,326,https://api.nobelprize.org/2/laureate/326,326,George H.,Whipple,George Hoyt Whipple,male,1878-08-28,"Ashland, NH",USA,"Ashland, NH",USA,North America
1934,1934-10-25,162608,5853888,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,327,https://api.nobelprize.org/2/laureate/327,327,George R.,Minot,George Richards Minot,male,1885-12-02,"Boston, MA",USA,"Boston, MA",USA,North America
1934,1934-10-25,162608,5853888,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,328,https://api.nobelprize.org/2/laureate/328,328,William P.,Murphy,William Parry Murphy,male,1892-02-06,"Stoughton, WI",USA,"Stoughton, WI",USA,North America
1935,1935-11-14,159917,5661062,Chemistry,The Nobel Prize in Chemistry,193,https://api.nobelprize.org/2/laureate/193,193,Frédéric,Joliot,Frédéric Joliot,male,1900-03-19,Paris,France,Paris,France,Europe
1935,1935-11-14,159917,5661062,Chemistry,The Nobel Prize in Chemistry,194,https://api.nobelprize.org/2/laureate/194,194,Irène,Joliot-Curie,Irène Joliot-Curie,female,1897-09-12,Paris,France,Paris,France,Europe
1935,1936-11-24,159917,5661062,Peace,The Nobel Peace Prize,500,https://api.nobelprize.org/2/laureate/500,500,Carl,von Ossietzky,Carl von Ossietzky,male,1889-10-03,Hamburg,Germany,Hamburg,Germany,Europe
1935,1935-11-14,159917,5661062,Physics,The Nobel Prize in Physics,41,https://api.nobelprize.org/2/laureate/41,41,James,Chadwick,James Chadwick,male,1891-10-20,Manchester,United Kingdom,Manchester,United Kingdom,Europe
1935,1935-10-24,159917,5661062,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,329,https://api.nobelprize.org/2/laureate/329,329,Hans,Spemann,Hans Spemann,male,1869-06-27,Stuttgart,Württemberg,Stuttgart,Germany,Europe
1936,1936-11-12,159850,5565925,Chemistry,The Nobel Prize in Chemistry,195,https://api.nobelprize.org/2/laureate/195,195,Peter,Debye,Petrus (Peter) Josephus Wilhelmus Debye,male,1884-03-24,Maastricht,the Netherlands,Maastricht,the Netherlands,Europe
1936,1936-11-12,159850,5565925,Literature,The Nobel Prize in Literature,608,https://api.nobelprize.org/2/laureate/608,608,Eugene,O'Neill,Eugene Gladstone O'Neill,male,1888-10-16,"New York, NY",USA,"New York, NY",USA,North America
1936,1936-11-24,159850,5565925,Peace,The Nobel Peace Prize,501,https://api.nobelprize.org/2/laureate/501,501,Carlos,Saavedra Lamas,Carlos Saavedra Lamas,male,1878-11-01,Buenos Aires,Argentina,Buenos Aires,Argentina,South America
1936,1936-11-12,159850,5565925,Physics,The Nobel Prize in Physics,42,https://api.nobelprize.org/2/laureate/42,42,Victor F.,Hess,Victor Franz Hess,male,1883-06-24,Peggau,Austria,Peggau,Austria,Europe
1936,1936-11-12,159850,5565925,Physics,The Nobel Prize in Physics,43,https://api.nobelprize.org/2/laureate/43,43,Carl D.,Anderson,Carl David Anderson,male,1905-09-03,"New York, NY",USA,"New York, NY",USA,North America
1936,1936-10-29,159850,5565925,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,330,https://api.nobelprize.org/2/laureate/330,330,Sir Henry,Dale,Sir Henry Hallett Dale,male,1875-06-09,London,United Kingdom,London,United Kingdom,Europe
1936,1936-10-29,159850,5565925,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,331,https://api.nobelprize.org/2/laureate/331,331,Otto,Loewi,Otto Loewi,male,1873-06-03,Frankfurt-on-the-Main,Germany,Frankfurt-on-the-Main,Germany,Europe
1937,1937-11-11,158463,5342467,Chemistry,The Nobel Prize in Chemistry,196,https://api.nobelprize.org/2/laureate/196,196,Norman,Haworth,Walter Norman Haworth,male,1883-03-19,Chorley,United Kingdom,Chorley,United Kingdom,Europe
1937,1937-11-11,158463,5342467,Chemistry,The Nobel Prize in Chemistry,197,https://api.nobelprize.org/2/laureate/197,197,Paul,Karrer,Paul Karrer,male,1889-04-21,Moscow,Russia,Moscow,Russia,Europe
1937,1937-11-11,158463,5342467,Literature,The Nobel Prize in Literature,609,https://api.nobelprize.org/2/laureate/609,609,Roger,Martin du Gard,Roger Martin du Gard,male,1881-03-23,Neuilly-sur-Seine,France,Neuilly-sur-Seine,France,Europe
1937,1937-11-18,158463,5342467,Peace,The Nobel Peace Prize,502,https://api.nobelprize.org/2/laureate/502,502,Robert,Cecil,"Edgar Algernon Robert Gascoyne-Cecil, 1st Viscount Cecil of Chelwood",male,1864-09-14,London,United Kingdom,London,United Kingdom,Europe
1937,1937-11-11,158463,5342467,Physics,The Nobel Prize in Physics,44,https://api.nobelprize.org/2/laureate/44,44,Clinton,Davisson,Clinton Joseph Davisson,male,1881-10-22,"Bloomington, IL",USA,"Bloomington, IL",USA,North America
1937,1937-11-11,158463,5342467,Physics,The Nobel Prize in Physics,45,https://api.nobelprize.org/2/laureate/45,45,George Paget,Thomson,George Paget Thomson,male,1892-05-03,Cambridge,United Kingdom,Cambridge,United Kingdom,Europe
1937,1937-10-28,158463,5342467,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,332,https://api.nobelprize.org/2/laureate/332,332,Albert,Szent-Györgyi,Albert von Szent-Györgyi Nagyrápolt,male,1893-09-16,Budapest,Austria-Hungary,Budapest,Hungary,Europe
1938,1939-11-09,155077,5146618,Chemistry,The Nobel Prize in Chemistry,198,https://api.nobelprize.org/2/laureate/198,198,Richard,Kuhn,Richard Kuhn,male,1900-12-03,Vienna,Austria-Hungary,Vienna,Austria,Europe
1938,1938-11-10,155077,5146618,Literature,The Nobel Prize in Literature,610,https://api.nobelprize.org/2/laureate/610,610,Pearl,Buck,Pearl Buck,female,1892-06-26,"Hillsboro, WV",USA,"Hillsboro, WV",USA,North America
